tick,wind,sun,s2,s3,s4,s6,s7,s8,s9,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sM,sN,sO,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aB,aC,aD,aE,aF,aG
12,4.428846455262743,0.6138380957988407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7220458984375e-2,0.1812988193705678,0.0,1.3969838619232178e-2,0.0,0.0,3.0691735446453094e-2,1.1175870895385742e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3.432564807374427,1.0171040264673286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293746754527092,0.27496833354234695,0.0,3.8333237171173096e-2,0.0,0.0,6.275426130741835e-2,8.940696716308594e-4,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0,0.0,0.0
14,3.901310396741292,1.690205515221948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1035846071317792,0.23163913283497095,0.0,3.437104169279337e-2,4.71482053399086e-5,0.0,4.25887992605567e-2,8.940696716308594e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,3.5674196633067177,2.280124740742871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.845177944749594e-2,0.24553388357162476,0.0,3.8333237171173096e-2,1.1175870895385742e-4,0.0,2.7284841053187847e-2,5.989568307995796e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3.0901387513124816,3.005180297037403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.845177944749594e-2,0.23163913283497095,0.0,3.437104169279337e-2,0.0,0.0,1.3969838619232178e-2,3.771856427192688e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,5.016291239664063,3.440367192636672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.0,0.0,0.1171875,0.0,0.0,6.275426130741835e-2,0.1812988193705678,0.0,1.859385520219803e-2,0.0,0.0,5.893525667488575e-3,1.3969838619232178e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3.493826903572557,4.009263181183298,0.0,0.0,5.859375e-2,0.322265625,0.3076171875,0.615234375,0.2490234375,0.0,0.4248046875,0.6298828125,0.3662109375,0.0,0.1171875,0.439453125,0.8056640625,0.3076171875,0.0,0.7470703125,0.6884765625,0.4248046875,0.23163913283497095,0.5020340904593468,0.0,0.11175870895385742,2.1827872842550278e-4,0.0,5.2021932788193226e-2,2.3242319002747536e-3,2.1827872842550278e-4,1.1175870895385742e-4,0.0,1.1175870895385742e-4,0.0,1.7462298274040222e-6,1.7462298274040222e-6,1.3969838619232178e-5
19,4.630111907396502,5.531346706242864,1.23046875,1.6845703125,1.6845703125,1.8896484375,1.9921875,2.373046875,1.8896484375,1.376953125,1.9921875,2.255859375,1.9921875,1.494140625,1.552734375,2.0654296875,2.4755859375,1.9482421875,1.1865234375,2.373046875,2.373046875,2.1240234375,0.15912519302219152,0.457763671875,1.7462298274040222e-6,8.845177944749594e-2,8.940696716308594e-4,0.0,5.7220458984375e-2,1.2730015441775322e-3,0.0,1.7462298274040222e-6,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0
20,4.4139889429972,6.110126471377933,1.8017578125,2.314453125,2.2998046875,2.4755859375,2.548828125,3.0029296875,2.51953125,1.875,2.6220703125,2.8857421875,2.6220703125,2.05078125,2.05078125,2.7099609375,3.10546875,2.51953125,1.6845703125,2.98828125,3.0615234375,2.75390625,0.21827872842550278,0.5252013215795159,0.0,0.11175870895385742,2.3242319002747536e-3,0.0,6.863381713628769e-2,4.791654646396637e-3,0.0,0.0,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0
21,4.466559656007229,7.0438927391244865,2.607421875,3.193359375,3.1787109375,3.193359375,3.369140625,3.8232421875,3.28125,2.5634765625,3.427734375,3.7060546875,3.427734375,2.7392578125,2.8125,3.45703125,3.9697265625,3.33984375,2.373046875,3.80859375,3.8818359375,3.57421875,0.23163913283497095,0.5989568307995796,0.0,0.14875084161758423,3.836466930806637e-3,0.0,4.71482053399086e-2,8.579227142035961e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4.276987655339854,7.705614155191649,3.4130859375,4.013671875,3.92578125,3.9111328125,4.1748046875,4.6435546875,4.04296875,3.251953125,4.1748046875,4.4677734375,4.1748046875,3.486328125,3.486328125,4.21875,4.7900390625,4.1015625,3.0615234375,4.6142578125,4.7021484375,4.3798828125,0.24553388357162476,0.624994863756001,0.0,0.19311904907226563,8.579227142035961e-3,0.0,5.7220458984375e-2,7.152557373046875e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7462298274040222e-6
23,6.143073341734739,9.119013259943785,4.716796875,5.390625,5.302734375,5.1416015625,5.5517578125,6.0205078125,5.4345703125,4.3212890625,5.4345703125,5.859375,5.4931640625,4.6875,4.6142578125,5.537109375,6.15234375,5.4931640625,4.2626953125,5.9326171875,6.1376953125,5.6982421875,0.3233895404264331,0.7076142355799675,1.7462298274040222e-6,0.23163913283497095,8.579227142035961e-3,0.0,6.275426130741835e-2,4.791654646396637e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5.908011154722475,9.95447254655361,5.4638671875,6.2109375,6.0498046875,5.859375,6.298828125,6.767578125,6.1376953125,5.009765625,6.181640625,6.5478515625,6.181640625,5.361328125,5.302734375,6.298828125,6.9580078125,6.1962890625,4.892578125,6.6796875,6.8994140625,6.5185546875,0.8609594078734517,1.908152480609715,1.3969838619232178e-5,1.1498975800350308,5.7220458984375e-2,0.0,0.3771856427192688,4.25887992605567e-2,3.0174851417541504e-3,2.3242319002747536e-3,1.3969838619232178e-5,2.3242319002747536e-3,0.0,4.71482053399086e-5,5.989568307995796e-4,1.1175870895385742e-4
25,5.23027472517221,10.031753711466793,5.4638671875,6.2109375,6.0498046875,5.859375,6.240234375,6.767578125,6.1376953125,5.009765625,6.181640625,6.5478515625,6.240234375,5.361328125,5.302734375,6.298828125,6.9580078125,6.1962890625,4.892578125,6.6796875,6.8994140625,6.4599609375,1.1900067329406738,3.093552659265697,1.7462298274040222e-6,1.6435375437140465,0.15912519302219152,0.0,0.6793130887672305,8.845177944749594e-2,5.893525667488575e-3,1.0184012353420258e-2,0.0,1.859385520219803e-2,0.0,5.989568307995796e-4,1.7462298274040222e-3,8.940696716308594e-4
26,5.4151961564029145,11.425468030913168,6.708984375,7.529296875,7.3681640625,7.03125,7.55859375,8.14453125,7.3974609375,6.0791015625,7.4267578125,7.8662109375,7.5,6.4892578125,6.4306640625,7.55859375,8.2763671875,7.529296875,6.0205078125,7.998046875,8.2763671875,7.7783203125,1.0724033927544951,2.3881980450823903,0.0,1.2730015441775322,0.1293746754527092,1.3969838619232178e-5,0.5736522143706679,0.12035190593451262,4.791654646396637e-3,7.152557373046875e-3,0.0,1.617183443158865e-2,0.0,2.1827872842550278e-4,1.2730015441775322e-3,5.989568307995796e-4
27,5.551791859880258,12.273369487809905,7.3974609375,8.2763671875,8.115234375,7.6904296875,8.3056640625,8.84765625,8.1591796875,6.708984375,8.115234375,8.6279296875,8.173828125,7.119140625,7.060546875,8.2470703125,9.0234375,8.2177734375,6.650390625,8.6865234375,9.0234375,8.525390625,0.7665529847145081,1.964271068572998,0.0,1.2310378951951861,0.11175870895385742,0.0,0.5490705370903015,0.12035190593451262,7.152557373046875e-3,3.836466930806637e-3,0.0,8.579227142035961e-3,0.0,1.7462298274040222e-6,1.3969838619232178e-5,5.989568307995796e-4
28,5.65269826017978,12.28211721526966,7.3974609375,8.2763671875,8.115234375,7.6904296875,8.2470703125,8.84765625,8.1591796875,6.708984375,8.115234375,8.5693359375,8.173828125,7.119140625,7.060546875,8.2470703125,9.0234375,8.2177734375,6.650390625,8.6865234375,9.0234375,8.525390625,0.9984715143218637,2.6557972887530923,1.7462298274040222e-6,1.3159081572666764,0.11175870895385742,0.0,0.5252013215795159,9.581912308931351e-2,1.1977390386164188e-2,7.152557373046875e-3,0.0,7.152557373046875e-3,0.0,4.71482053399086e-5,2.1827872842550278e-4,1.2730015441775322e-3
29,5.3828379744342145,12.823172654191525,7.8955078125,8.7744140625,8.61328125,8.14453125,8.8037109375,9.404296875,8.6572265625,7.08984375,8.61328125,9.1259765625,8.6865234375,7.55859375,7.5,8.759765625,9.580078125,8.73046875,7.08984375,9.2431640625,9.5947265625,9.0234375,1.0724033927544951,2.7967843925580382,1.7462298274040222e-6,1.2730015441775322,0.1293746754527092,1.7462298274040222e-6,0.6517767906188965,9.581912308931351e-2,1.3969838619232178e-2,8.579227142035961e-3,0.0,1.3969838619232178e-2,0.0,2.1827872842550278e-4,2.1827872842550278e-4,3.836466930806637e-3
30,4.8935065832112485,12.45234398456998,7.587890625,8.466796875,8.2470703125,7.822265625,8.4375,9.0234375,8.291015625,6.8408203125,8.2470703125,8.759765625,8.3056640625,7.3095703125,7.177734375,8.4375,9.19921875,8.408203125,6.767578125,8.8623046875,9.2138671875,8.7158203125,1.0349974036216736,2.1997466683387756,1.7462298274040222e-6,1.1498975800350308,9.581912308931351e-2,0.0,0.5490705370903015,0.12035190593451262,5.893525667488575e-3,8.579227142035961e-3,4.71482053399086e-5,1.3969838619232178e-2,0.0,1.7462298274040222e-6,1.1175870895385742e-4,8.940696716308594e-4
31,5.1636707167393,12.815241226778669,7.8955078125,8.7744140625,8.61328125,8.14453125,8.8037109375,9.404296875,8.6572265625,7.08984375,8.61328125,9.1259765625,8.6865234375,7.6171875,7.5,8.818359375,9.580078125,8.73046875,7.08984375,9.2431640625,9.5947265625,9.0234375,0.7972115417942405,1.544952392578125,0.0,0.6517767906188965,3.8333237171173096e-2,0.0,0.43663952965289354,9.581912308931351e-2,1.2730015441775322e-3,3.836466930806637e-3,0.0,7.152557373046875e-3,0.0,0.0,1.7462298274040222e-6,3.771856427192688e-4
32,4.321144349964098,12.807349966681826,7.8955078125,8.7744140625,8.61328125,8.14453125,8.8037109375,9.404296875,8.6572265625,7.08984375,8.61328125,9.1259765625,8.6865234375,7.55859375,7.5,8.759765625,9.580078125,8.73046875,7.08984375,9.2431640625,9.5947265625,9.0234375,0.8286768570542336,1.5937368152663112,0.0,0.5252013215795159,1.617183443158865e-2,0.0,0.43663952965289354,5.7220458984375e-2,5.989568307995796e-4,5.893525667488575e-3,0.0,4.791654646396637e-3,0.0,0.0,0.0,1.2730015441775322e-3
33,4.6391043747306515,12.679841393093264,7.705078125,8.583984375,8.4375,8.0126953125,8.61328125,9.2138671875,8.466796875,6.9580078125,8.4375,8.935546875,8.49609375,7.4267578125,7.3095703125,8.6279296875,9.3896484375,8.5400390625,6.8994140625,9.052734375,9.404296875,8.84765625,0.5020340904593468,1.2310378951951861,0.0,0.4161754623055458,1.1977390386164188e-2,0.0,0.30666589736938477,3.437104169279337e-2,2.1827872842550278e-4,3.836466930806637e-3,0.0,8.940696716308594e-4,0.0,0.0,0.0,1.1175870895385742e-4
34,4.853135546877646,12.76912480578375,7.8955078125,8.7744140625,8.61328125,8.14453125,8.8037109375,9.404296875,8.6572265625,7.08984375,8.61328125,9.1259765625,8.6865234375,7.55859375,7.5,8.759765625,9.580078125,8.73046875,7.08984375,9.1845703125,9.5947265625,9.0234375,0.5252013215795159,1.1498975800350308,0.0,0.3407103940844536,7.152557373046875e-3,0.0,0.23163913283497095,1.617183443158865e-2,1.3969838619232178e-5,1.7462298274040222e-3,0.0,2.1827872842550278e-4,0.0,0.0,0.0,1.7462298274040222e-6
35,5.607235440699176,11.322672137081229,6.650390625,7.529296875,7.3681640625,7.03125,7.55859375,8.0859375,7.3974609375,6.0791015625,7.4267578125,7.8662109375,7.5,6.4892578125,6.4306640625,7.55859375,8.2763671875,7.529296875,6.0205078125,7.998046875,8.2763671875,7.7783203125,0.624994863756001,1.1106999590992928,1.3969838619232178e-5,0.3407103940844536,3.0174851417541504e-3,0.0,0.23163913283497095,1.617183443158865e-2,1.7462298274040222e-6,1.2730015441775322e-3,0.0,1.1175870895385742e-4,0.0,0.0,0.0,0.0
36,6.2699892613163914,10.47803229436274,5.7861328125,6.5771484375,6.4306640625,6.181640625,6.62109375,7.1484375,6.5185546875,5.33203125,6.4892578125,6.9287109375,6.5625,5.68359375,5.625,6.6796875,7.3388671875,6.5771484375,5.2001953125,7.060546875,7.3388671875,6.8408203125,1.1498975800350308,1.6943650553002954,1.3969838619232178e-5,0.7972115417942405,1.3969838619232178e-2,0.0,0.3233895404264331,3.437104169279337e-2,1.1175870895385742e-4,3.836466930806637e-3,0.0,1.7462298274040222e-3,0.0,1.7462298274040222e-6,1.1175870895385742e-4,0.0
37,6.02224761766101,9.55952687026906,5.09765625,5.771484375,5.68359375,5.4638671875,5.8740234375,6.4013671875,5.7568359375,4.7021484375,5.80078125,6.1669921875,5.8740234375,4.9951171875,4.9365234375,5.91796875,6.533203125,5.8154296875,4.5703125,6.298828125,6.5185546875,6.0791015625,2.1392066264525056,3.170887939631939,0.0,1.7991423374041915,8.147209882736206e-2,1.7462298274040222e-6,0.7076142355799675,8.845177944749594e-2,1.0184012353420258e-2,1.3969838619232178e-2,0.0,1.1977390386164188e-2,0.0,1.1175870895385742e-4,1.2730015441775322e-3,1.3969838619232178e-5
38,6.03261109277395,8.699174630360083,4.16015625,4.7607421875,4.6875,4.62890625,4.9365234375,5.390625,4.8046875,3.8818359375,4.86328125,5.2294921875,4.9365234375,4.1162109375,4.1162109375,4.9658203125,5.595703125,4.9365234375,3.7646484375,5.361328125,5.5224609375,5.1416015625,2.021479303948581,3.836466930806637,0.0,2.1997466683387756,0.21827872842550278,0.0,1.1900067329406738,0.11175870895385742,3.437104169279337e-2,4.71482053399086e-2,0.0,3.0691735446453094e-2,0.0,8.940696716308594e-4,3.0174851417541504e-3,2.1827872842550278e-4
39,5.220820229442403,8.303958939191054,3.9111328125,4.5703125,4.4970703125,4.423828125,4.74609375,5.2001953125,4.6728515625,3.69140625,4.74609375,5.0390625,4.74609375,3.9990234375,3.9990234375,4.775390625,5.3466796875,4.74609375,3.57421875,5.185546875,5.33203125,4.951171875,1.6943650553002954,3.836466930806637,0.0,2.1997466683387756,0.23163913283497095,0.0,0.9628152474761009,0.1388374948874116,2.7284841053187847e-2,8.147209882736206e-2,1.7462298274040222e-6,3.8333237171173096e-2,0.0,2.3242319002747536e-3,3.0174851417541504e-3,2.3242319002747536e-3
40,5.2673131522627,7.457093697979319,2.9736328125,3.57421875,3.5595703125,3.515625,3.80859375,4.2041015625,3.662109375,2.8857421875,3.75,4.0869140625,3.75,3.1201171875,3.1201171875,3.837890625,4.3505859375,3.720703125,2.75390625,4.1748046875,4.3212890625,3.9404296875,1.4503905549645424,3.093552659265697,0.0,1.6435375437140465,0.2054421929642558,0.0,0.7076142355799675,0.1035846071317792,1.859385520219803e-2,5.2021932788193226e-2,0.0,2.4139881134033203e-2,0.0,1.2730015441775322e-3,1.7462298274040222e-3,1.2730015441775322e-3
41,5.548624858879888,6.895844688593563,2.4169921875,2.9443359375,2.9296875,2.98828125,3.1787109375,3.6328125,3.0908203125,2.373046875,3.1787109375,3.45703125,3.1787109375,2.548828125,2.6220703125,3.2666015625,3.720703125,3.1640625,2.1826171875,3.6181640625,3.69140625,3.3837890625,1.3159081572666764,2.5871163234114647,0.0,1.2730015441775322,0.1293746754527092,0.0,0.5490705370903015,7.486960384994745e-2,1.859385520219803e-2,3.0691735446453094e-2,0.0,1.617183443158865e-2,0.0,2.1827872842550278e-4,1.7462298274040222e-3,5.989568307995796e-4
42,5.57169855402507,5.774466138043013,1.4208984375,1.93359375,1.93359375,2.080078125,2.1826171875,2.5634765625,2.080078125,1.5673828125,2.2412109375,2.4462890625,2.1826171875,1.6845703125,1.6845703125,2.255859375,2.666015625,2.138671875,1.3037109375,2.548828125,2.6220703125,2.314453125,1.1900067329406738,2.5871163234114647,0.0,1.3159081572666764,0.1293746754527092,0.0,0.5252013215795159,8.147209882736206e-2,2.124637831002474e-2,1.859385520219803e-2,0.0,1.617183443158865e-2,0.0,1.1175870895385742e-4,1.2730015441775322e-3,5.989568307995796e-4
43,5.335736346667665,4.739842046849157,0.4248046875,0.8056640625,0.8642578125,1.0986328125,1.11328125,1.494140625,1.0693359375,0.6884765625,1.2451171875,1.435546875,1.1865234375,0.7470703125,0.8056640625,1.259765625,1.611328125,1.1279296875,0.4248046875,1.552734375,1.5673828125,1.3037109375,0.9984715143218637,2.6557972887530923,1.7462298274040222e-6,1.2730015441775322,8.845177944749594e-2,0.0,0.3771856427192688,9.581912308931351e-2,1.859385520219803e-2,1.617183443158865e-2,1.3969838619232178e-5,1.0184012353420258e-2,0.0,2.1827872842550278e-4,3.771856427192688e-4,5.989568307995796e-4
44,4.529530420586076,3.7296693519046995,0.0,0.0,0.0,0.1171875,0.1171875,0.4248046875,5.859375e-2,0.0,0.2490234375,0.3662109375,0.17578125,0.0,0.0,0.2490234375,0.556640625,5.859375e-2,0.0,0.498046875,0.4248046875,0.2490234375,0.8940696716308594,2.453327178955078,1.3969838619232178e-5,1.1498975800350308,7.486960384994745e-2,0.0,0.2905289875343442,9.581912308931351e-2,1.617183443158865e-2,8.579227142035961e-3,4.71482053399086e-5,4.791654646396637e-3,0.0,2.1827872842550278e-4,2.1827872842550278e-4,1.1175870895385742e-4
45,3.876535767984573,2.339557471380433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624994863756001,1.4971737982705235,1.7462298274040222e-6,0.7665529847145081,3.437104169279337e-2,0.0,0.24553388357162476,8.147209882736206e-2,4.791654646396637e-3,1.2730015441775322e-3,0.0,3.771856427192688e-4,0.0,1.7462298274040222e-6,1.7462298274040222e-6,1.7462298274040222e-6
46,3.099384989694987,1.037973226015381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233895404264331,0.7972115417942405,0.0,0.3771856427192688,7.152557373046875e-3,0.0,0.1388374948874116,3.8333237171173096e-2,3.771856427192688e-4,1.3969838619232178e-5,0.0,0.0,0.0,0.0,0.0,0.0
47,2.677847324534651,0.39399522511053664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293746754527092,0.3771856427192688,0.0,0.14875084161758423,2.1827872842550278e-4,0.0,4.71482053399086e-2,1.3969838619232178e-2,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0,0.0,0.0
48,3.0593698749836173,-0.3131336066918309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71482053399086e-2,0.14875084161758423,0.0,5.7220458984375e-2,0.0,0.0,1.1977390386164188e-2,2.3242319002747536e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.825025899539174,1.5361271814808286e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859385520219803e-2,5.2021932788193226e-2,0.0,1.3969838619232178e-2,0.0,0.0,8.940696716308594e-4,1.3969838619232178e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.2913343283018452,0.3343192551788593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791654646396637e-3,1.859385520219803e-2,0.0,3.0174851417541504e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.8506315176839878,-0.45941117176337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989568307995796e-4,5.893525667488575e-3,0.0,4.71482053399086e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2.0775788828381763,-0.14050916557748916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1827872842550278e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.1627353768696693,5.506710564012751e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.821263176739008,-0.323272139429302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.4819445550132082,2.8753403325679328e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.3774780931690953,0.3154307254380767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.116972078630964,0.18594653030649377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.3271988503732484,0.32471836482720673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
