tick,wind,sun,s2,s3,s4,s6,s7,s8,s9,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sM,sN,sO,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aB,aC,aD,aE,aF,aG
10,9.312050290981633,0.3818932357577074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.0724033927544951,,1.7462298274040222,0.1035846071317792,,2.3881980450823903,0.5490705370903015,2.021479303948581,3.0174851417541504e-3,1.4971737982705235,4.71482053399086e-2,0.39636099245399237,0.9628152474761009,0.5020340904593468
11,11.00874984096399,0.4218572790880569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.3159081572666764,,2.5196297792717814,0.1035846071317792,,2.9426749097183347,0.7366907084360719,2.5871163234114647,2.124637831002474e-2,1.7462298274040222,6.863381713628769e-2,0.5020340904593468,1.0724033927544951,0.5490705370903015
12,12.048763590234634,0.6241354185560511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,2.7967843925580382,,6.887675262987614,0.14875084161758423,,4.5892177149653435,1.5937368152663112,4.490173305384815,8.147209882736206e-2,2.7967843925580382,8.845177944749594e-2,0.7972115417942405,2.1392066264525056,1.1106999590992928
13,9.358383447492116,1.0689089742892128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,4.490173305384815,,6.757722585462034,0.2905289875343442,,5.66091388463974,1.7991423374041915,7.844282663427293,4.25887992605567e-2,3.748612361960113,0.21827872842550278,1.0724033927544951,2.079787664115429,1.404592185281217
14,9.374181671490227,1.8057931121936766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.8531130626797676,,5.546939210034907,0.14875084161758423,,4.895068123005331,1.0724033927544951,5.546939210034907,1.859385520219803e-2,2.2614182671532035,0.12035190593451262,0.9628152474761009,1.6943650553002954,0.7972115417942405
15,9.048080182268384,2.3998267403715685,0.0,0.0,0.0,0.322265625,0.1171875,0.4248046875,0.1171875,0.0,0.2490234375,0.3662109375,0.2490234375,0.0,0.0,0.2490234375,0.4833984375,5.859375e-2,0.0,0.4248046875,0.3076171875,0.17578125,15.0,,0.8286768570542336,,3.0174851417541504,8.147209882736206e-2,,3.662109375,0.7665529847145081,5.434504710137844,8.579227142035961e-3,1.6943650553002954,4.71482053399086e-2,0.7366907084360719,1.3597682118415833,0.457763671875
16,9.265917934833446,3.1964221278458798,0.4833984375,0.8056640625,0.8642578125,1.171875,0.99609375,1.3037109375,0.9375,0.7470703125,1.11328125,1.259765625,1.0546875,0.8056640625,0.7470703125,1.0693359375,1.3623046875,0.9375,0.498046875,1.3037109375,1.2451171875,1.0546875,13.554920442402363,,0.7076142355799675,,2.3242319002747536,4.71482053399086e-2,,3.0174851417541504,0.5989568307995796,3.662109375,1.3969838619232178e-2,1.3597682118415833,3.437104169279337e-2,0.5020340904593468,0.9628152474761009,0.4161754623055458
17,9.55149598893375,3.698557535176578,0.9228515625,1.2451171875,1.2451171875,1.494140625,1.435546875,1.7431640625,1.3916015625,1.0546875,1.494140625,1.69921875,1.494140625,1.1865234375,1.11328125,1.5087890625,1.8017578125,1.3916015625,0.8642578125,1.7431640625,1.6845703125,1.494140625,12.167504173703492,,0.7972115417942405,,1.6943650553002954,3.8333237171173096e-2,,2.453327178955078,0.43663952965289354,2.453327178955078,1.3969838619232178e-2,1.4503905549645424,4.25887992605567e-2,0.39636099245399237,0.8286768570542336,0.3771856427192688
18,10.252707002005476,4.327450082839482,1.728515625,2.1240234375,2.1240234375,2.2705078125,2.2412109375,2.6220703125,2.2119140625,1.7431640625,2.2998046875,2.51953125,2.2998046875,1.875,1.875,2.3291015625,2.666015625,2.2119140625,1.5673828125,2.548828125,2.5634765625,2.314453125,14.18043568264693,,0.928018125705421,,1.3597682118415833,3.8333237171173096e-2,,3.410605131648481,0.3771856427192688,2.453327178955078,2.4139881134033203e-2,1.544952392578125,5.2021932788193226e-2,0.4161754623055458,0.7972115417942405,0.3407103940844536
19,10.266823527573944,5.860222226186171,3.10546875,3.6328125,3.5595703125,3.6474609375,3.6767578125,4.130859375,3.662109375,3.0029296875,3.75,3.9697265625,3.75,3.1787109375,3.1201171875,3.7060546875,4.16015625,3.662109375,2.8125,3.9990234375,4.072265625,3.8232421875,15.0,,2.1997466683387756,,1.908152480609715,8.845177944749594e-2,,3.4931162372231483,0.5020340904593468,4.016272723674774,3.437104169279337e-2,1.7991423374041915,0.1035846071317792,0.5736522143706679,1.1106999590992928,0.39636099245399237
20,9.791626809864484,6.410618487557919,3.720703125,4.2626953125,4.1748046875,4.16015625,4.306640625,4.7607421875,4.2333984375,3.5009765625,4.306640625,4.599609375,4.306640625,3.75,3.6767578125,4.3359375,4.7900390625,4.2333984375,3.3837890625,4.6142578125,4.7021484375,4.453125,15.0,,2.3242319002747536,,1.6943650553002954,9.581912308931351e-2,,3.093552659265697,0.5020340904593468,2.5196297792717814,8.845177944749594e-2,1.7991423374041915,0.11175870895385742,0.457763671875,1.1900067329406738,0.3407103940844536
21,9.594429968780991,7.339737480429889,4.716796875,5.33203125,5.185546875,5.1416015625,5.302734375,5.771484375,5.185546875,4.3212890625,5.244140625,5.537109375,5.302734375,4.6142578125,4.4970703125,5.2880859375,5.7861328125,5.244140625,4.2626953125,5.625,5.771484375,5.44921875,15.0,,2.1997466683387756,,0.9628152474761009,1.0184012353420258e-2,,2.453327178955078,0.5020340904593468,1.544952392578125,6.863381713628769e-2,1.4503905549645424,8.147209882736206e-2,0.43663952965289354,1.0724033927544951,0.2905289875343442
22,8.149598922947993,7.9398591762205,5.2880859375,5.888671875,5.80078125,5.6689453125,5.8740234375,6.4013671875,5.8154296875,4.8193359375,5.80078125,6.1669921875,5.8740234375,5.185546875,5.0537109375,5.859375,6.4013671875,5.8154296875,4.7607421875,6.181640625,6.4013671875,6.0205078125,15.0,,0.9984715143218637,,0.7972115417942405,3.836466930806637e-3,,2.8691114857792854,0.5252013215795159,1.4503905549645424,3.437104169279337e-2,1.1900067329406738,4.71482053399086e-2,0.30666589736938477,0.8940696716308594,0.30666589736938477
23,8.510178212130379,9.310851986594177,6.591796875,7.3388671875,7.177734375,6.8994140625,7.177734375,7.7783203125,7.1484375,5.9619140625,7.119140625,7.5,7.177734375,6.3720703125,6.181640625,7.236328125,7.8369140625,7.1484375,5.888671875,7.55859375,7.7783203125,7.3974609375,12.359619140625,,0.5989568307995796,7.424145005643368,0.4161754623055458,3.0174851417541504e-3,,2.079787664115429,0.3407103940844536,0.9984715143218637,1.859385520219803e-2,0.8609594078734517,1.3969838619232178e-2,0.19311904907226563,0.5989568307995796,0.1812988193705678
24,8.682943890064415,9.960868839543316,7.1484375,7.8955078125,7.67578125,7.4267578125,7.7490234375,8.3349609375,7.646484375,6.4013671875,7.67578125,8.056640625,7.7490234375,6.8701171875,6.6796875,7.7490234375,8.3935546875,7.7197265625,6.4013671875,8.115234375,8.3349609375,7.96875,9.848303161561489,,0.5020340904593468,11.236737482249737,0.5020340904593468,1.1977390386164188e-2,8.579227142035961,1.908152480609715,0.5490705370903015,0.8940696716308594,3.0174851417541504e-3,0.7972115417942405,7.152557373046875e-3,0.21827872842550278,0.5252013215795159,0.21827872842550278
25,8.80267919162002,10.01459218469913,7.1484375,7.8955078125,7.7490234375,7.4267578125,7.7490234375,8.3349609375,7.646484375,6.4599609375,7.67578125,8.056640625,7.7490234375,6.8701171875,6.6796875,7.7490234375,8.3935546875,7.7197265625,6.4013671875,8.115234375,8.3349609375,7.96875,10.184012353420258,,0.457763671875,9.199180640280247,0.3233895404264331,4.71482053399086e-5,7.844282663427293,1.908152480609715,0.5252013215795159,0.8609594078734517,3.836466930806637e-3,0.624994863756001,3.0174851417541504e-3,0.15912519302219152,0.4161754623055458,0.21827872842550278
26,8.987600622850724,11.401636479335783,8.3935546875,9.2138671875,8.994140625,8.5986328125,9.052734375,9.6533203125,8.9794921875,7.529296875,8.935546875,9.3896484375,8.994140625,7.998046875,7.8076171875,9.0087890625,9.697265625,8.9794921875,7.4560546875,9.375,9.7265625,9.287109375,10.184012353420258,,0.624994863756001,5.893525667488575,3.0691735446453094e-2,0.0,10.184012353420258,2.3881980450823903,0.5989568307995796,1.1106999590992928,1.3969838619232178e-2,0.43663952965289354,5.989568307995796e-4,0.21827872842550278,0.4161754623055458,0.23163913283497095
27,8.46626499509416,12.288040672380227,9.08203125,9.9755859375,9.7412109375,9.2578125,9.7412109375,10.4150390625,9.609375,8.0859375,9.6240234375,10.078125,9.6826171875,8.61328125,8.4375,9.755859375,10.4443359375,9.7412109375,8.0859375,10.1220703125,10.4736328125,9.9755859375,12.553745764307678,,0.9628152474761009,4.999958910048008,4.71482053399086e-5,4.71482053399086e-5,9.52005386352539,2.6557972887530923,0.7665529847145081,1.3597682118415833,1.859385520219803e-2,0.4161754623055458,1.7462298274040222e-3,0.19311904907226563,0.3771856427192688,0.30666589736938477
28,7.3513128027935535,12.271096246700523,9.08203125,9.9755859375,9.7412109375,9.2578125,9.7412109375,10.4150390625,9.609375,8.0859375,9.6240234375,10.078125,9.6826171875,8.6865234375,8.4375,9.755859375,10.4443359375,9.7412109375,8.14453125,10.1220703125,10.4736328125,9.9755859375,11.056472430936992,,0.7665529847145081,3.5769474925473332,3.836466930806637e-3,0.0,7.424145005643368,1.6943650553002954,0.5736522143706679,1.1106999590992928,2.4139881134033203e-2,0.30666589736938477,4.71482053399086e-5,0.19311904907226563,0.3586389357224107,0.24553388357162476
29,6.999861484716967,12.820123953177225,9.580078125,10.4736328125,10.2392578125,9.7119140625,10.2392578125,10.9130859375,10.1806640625,8.525390625,10.048828125,10.576171875,10.1806640625,9.111328125,8.8623046875,10.2099609375,11.015625,10.2392578125,8.583984375,10.6201171875,10.9716796875,10.4736328125,6.254256586544216,,0.5490705370903015,2.079787664115429,1.7462298274040222e-3,0.0,4.999958910048008,1.2310378951951861,0.27496833354234695,0.7076142355799675,2.124637831002474e-2,0.15912519302219152,0.0,9.581912308931351e-2,0.23163913283497095,0.1293746754527092
30,8.168623284934968,12.436219542242991,9.2724609375,10.166015625,9.931640625,9.3896484375,9.931640625,10.5322265625,9.7998046875,8.2763671875,9.7412109375,10.2685546875,9.7998046875,8.8037109375,8.5546875,9.8876953125,10.634765625,9.873046875,8.2763671875,10.2392578125,10.6640625,10.166015625,4.490173305384815,,0.4795583663508296,1.8531130626797676,8.940696716308594e-4,0.0,3.9256835589185357,1.1106999590992928,0.15912519302219152,0.4795583663508296,1.617183443158865e-2,9.581912308931351e-2,0.0,7.486960384994745e-2,0.1699710264801979,7.486960384994745e-2
31,7.079025420642658,12.833079498139659,9.580078125,10.4736328125,10.2392578125,9.7119140625,10.2392578125,10.9130859375,10.1806640625,8.525390625,10.048828125,10.576171875,10.1806640625,9.111328125,8.8623046875,10.2685546875,11.015625,10.2392578125,8.583984375,10.6201171875,10.9716796875,10.4736328125,6.254256586544216,,0.24553388357162476,2.7967843925580382,4.71482053399086e-2,4.71482053399086e-5,4.999958910048008,1.0724033927544951,0.24553388357162476,0.457763671875,1.859385520219803e-2,0.19311904907226563,0.0,8.147209882736206e-2,0.2054421929642558,0.11175870895385742
32,7.581185511910969,12.785533028665244,9.580078125,10.4736328125,10.2392578125,9.7119140625,10.2392578125,10.9130859375,10.1220703125,8.525390625,10.048828125,10.576171875,10.1806640625,9.111328125,8.8623046875,10.2099609375,11.015625,10.2392578125,8.583984375,10.6201171875,10.9716796875,10.4736328125,4.999958910048008,,4.71482053399086e-2,2.7967843925580382,2.7284841053187847e-2,1.7462298274040222e-6,3.662109375,0.8609594078734517,0.3407103940844536,0.3771856427192688,5.893525667488575e-3,0.15912519302219152,0.0,8.147209882736206e-2,0.1812988193705678,8.845177944749594e-2
33,8.31991187406798,12.67569464409517,9.3896484375,10.283203125,10.048828125,9.521484375,10.1220703125,10.72265625,9.990234375,8.408203125,9.931640625,10.3857421875,9.990234375,8.935546875,8.6865234375,10.01953125,10.8251953125,10.048828125,8.408203125,10.4296875,10.78125,10.283203125,5.323599907569587,,2.4139881134033203e-2,3.410605131648481,3.8333237171173096e-2,4.71482053399086e-5,4.296380211599171,0.928018125705421,0.39636099245399237,0.5736522143706679,1.2730015441775322e-3,0.19311904907226563,0.0,0.12035190593451262,0.21827872842550278,8.147209882736206e-2
34,8.080090780994745,12.750111976533923,9.580078125,10.4736328125,10.2392578125,9.7119140625,10.2392578125,10.9130859375,10.1220703125,8.525390625,10.048828125,10.576171875,10.1806640625,9.111328125,8.8623046875,10.2099609375,10.9423828125,10.1806640625,8.583984375,10.5615234375,10.9716796875,10.4736328125,7.019283366389573,,1.3969838619232178e-2,5.323599907569587,0.23163913283497095,1.7462298274040222e-6,6.377692334353924,1.5937368152663112,0.5989568307995796,0.7972115417942405,1.2730015441775322e-3,0.43663952965289354,0.0,0.1293746754527092,0.2905289875343442,0.1035846071317792
35,7.328866744058129,11.307163091875355,8.3935546875,9.2138671875,8.994140625,8.5400390625,9.052734375,9.5947265625,8.9208984375,7.4560546875,8.8623046875,9.31640625,8.994140625,7.998046875,7.8076171875,9.0087890625,9.697265625,8.9794921875,7.4560546875,9.375,9.6533203125,9.2138671875,7.152557373046875,,0.11175870895385742,4.791654646396637,0.14875084161758423,0.0,6.629414856433868,1.7462298274040222,0.4795583663508296,0.7366907084360719,3.836466930806637e-3,0.39636099245399237,0.0,0.14875084161758423,0.30666589736938477,0.1293746754527092
36,7.762184187300377,10.498998324759715,7.4560546875,8.2177734375,8.056640625,7.6904296875,8.115234375,8.6572265625,8.02734375,6.708984375,7.998046875,8.4375,8.056640625,7.177734375,6.9873046875,8.1298828125,8.7744140625,8.02734375,6.708984375,8.4375,8.7158203125,8.2763671875,6.012183730490506,,8.845177944749594e-2,3.3294036984443665,5.2021932788193226e-2,0.0,5.66091388463974,1.2310378951951861,0.3586389357224107,0.6793130887672305,4.791654646396637e-3,0.2905289875343442,0.0,0.1293746754527092,0.2054421929642558,9.581912308931351e-2
37,7.795658487654054,9.556167009334885,6.708984375,7.4560546875,7.3095703125,7.03125,7.3681640625,7.8955078125,7.265625,6.0791015625,7.3095703125,7.67578125,7.3095703125,6.4892578125,6.298828125,7.3681640625,7.9541015625,7.3388671875,6.0205078125,7.67578125,7.96875,7.529296875,6.254256586544216,,1.3969838619232178e-2,5.214214324951172,0.1812988193705678,1.1175870895385742e-4,5.323599907569587,0.8940696716308594,0.3586389357224107,0.6793130887672305,3.836466930806637e-3,0.30666589736938477,0.0,0.12035190593451262,0.19311904907226563,6.863381713628769e-2
38,7.9402622670759815,8.724262160340892,5.9619140625,6.708984375,6.5625,6.3134765625,6.62109375,7.1484375,6.5185546875,5.44921875,6.5625,6.9287109375,6.62109375,5.80078125,5.68359375,6.6064453125,7.20703125,6.5771484375,5.390625,6.9287109375,7.1484375,6.767578125,6.1324238777160645,,3.8333237171173096e-2,7.287507760338485,0.27496833354234695,3.771856427192688e-4,2.8691114857792854,1.544952392578125,0.2905289875343442,0.8609594078734517,1.0184012353420258e-2,0.3407103940844536,0.0,0.11175870895385742,0.21827872842550278,4.25887992605567e-2
39,7.003148938412874,8.279171910953297,5.4052734375,6.0791015625,5.9326171875,5.80078125,6.0498046875,6.5185546875,5.947265625,4.951171875,5.9912109375,6.357421875,5.9912109375,5.302734375,5.185546875,6.0498046875,6.591796875,6.005859375,4.892578125,6.3720703125,6.5185546875,6.2109375,6.1324238777160645,,0.1035846071317792,7.287507760338485,0.12035190593451262,1.7462298274040222e-6,1.544952392578125,1.7462298274040222,0.1812988193705678,1.0349974036216736,7.152557373046875e-3,0.3407103940844536,0.0,0.1293746754527092,0.2599734580144286,2.7284841053187847e-2
40,5.632905655698208,7.458090465774906,4.658203125,5.2587890625,5.185546875,5.0830078125,5.244140625,5.771484375,5.185546875,4.3212890625,5.244140625,5.537109375,5.244140625,4.6142578125,4.4970703125,5.2880859375,5.7861328125,5.185546875,4.2041015625,5.625,5.6982421875,5.390625,4.016272723674774,9.199180640280247,4.71482053399086e-2,7.287507760338485,0.30666589736938477,0.0,1.2310378951951861,1.3159081572666764,6.275426130741835e-2,0.8609594078734517,5.893525667488575e-3,0.2599734580144286,0.0,0.1035846071317792,0.1812988193705678,8.579227142035961e-3
41,5.487533317891263,6.8944354503655285,4.1015625,4.6435546875,4.5556640625,4.5556640625,4.6875,5.1416015625,4.6142578125,3.8232421875,4.6875,4.9658203125,4.6875,4.0576171875,3.9990234375,4.716796875,5.15625,4.6142578125,3.69140625,4.9951171875,5.0830078125,4.8193359375,2.1997466683387756,4.895068123005331,7.152557373046875e-3,3.4931162372231483,0.21827872842550278,0.0,0.7076142355799675,0.6793130887672305,1.859385520219803e-2,0.4795583663508296,8.940696716308594e-4,0.1293746754527092,0.0,4.71482053399086e-2,7.486960384994745e-2,3.0174851417541504e-3
42,4.259496845199698,5.77076372423405,3.10546875,3.6328125,3.5595703125,3.57421875,3.6767578125,4.072265625,3.603515625,2.9443359375,3.6767578125,3.9697265625,3.6767578125,3.1787109375,3.1201171875,3.7060546875,4.1015625,3.603515625,2.8125,3.9990234375,4.072265625,3.7646484375,1.404592185281217,3.748612361960113,2.1827872842550278e-4,1.7462298274040222,0.1293746754527092,0.0,0.4161754623055458,0.3771856427192688,1.3969838619232178e-2,0.23163913283497095,0.0,5.2021932788193226e-2,0.0,1.617183443158865e-2,3.8333237171173096e-2,1.2730015441775322e-3
43,4.440421114486309,4.7425056043230125,2.109375,2.5048828125,2.490234375,2.666015625,2.6220703125,3.0029296875,2.5927734375,2.0654296875,2.6806640625,2.8857421875,2.6806640625,2.2412109375,2.1826171875,2.7099609375,3.046875,2.5927734375,1.93359375,2.9296875,2.9443359375,2.75390625,0.7366907084360719,2.079787664115429,0.0,0.8940696716308594,4.71482053399086e-2,0.0,0.23163913283497095,0.21827872842550278,5.893525667488575e-3,6.863381713628769e-2,0.0,1.3969838619232178e-2,0.0,2.3242319002747536e-3,5.893525667488575e-3,1.2730015441775322e-3
44,4.854069184066742,3.7142676557374346,1.11328125,1.435546875,1.494140625,1.6845703125,1.611328125,1.93359375,1.58203125,1.2451171875,1.6845703125,1.8896484375,1.6845703125,1.3037109375,1.3037109375,1.69921875,1.9775390625,1.58203125,0.99609375,1.93359375,1.875,1.6845703125,0.624994863756001,1.4971737982705235,0.0,0.4795583663508296,1.3969838619232178e-2,0.0,0.1293746754527092,8.147209882736206e-2,1.2730015441775322e-3,2.4139881134033203e-2,0.0,1.7462298274040222e-3,0.0,1.3969838619232178e-5,3.771856427192688e-4,1.3969838619232178e-5
45,4.152825202282989,2.3250071409345208,0.0,0.0,0.0,0.322265625,0.1171875,0.4248046875,0.1171875,0.0,0.2490234375,0.3662109375,0.2490234375,0.0,0.0,0.2490234375,0.4248046875,5.859375e-2,0.0,0.4248046875,0.3076171875,0.17578125,0.7665529847145081,1.1900067329406738,1.7462298274040222e-6,0.3407103940844536,7.152557373046875e-3,1.7462298274040222e-6,4.71482053399086e-2,4.25887992605567e-2,3.771856427192688e-4,5.893525667488575e-3,0.0,5.989568307995796e-4,0.0,0.0,1.7462298274040222e-6,0.0
46,5.359365291238701,1.0374165427094812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5989568307995796,0.8609594078734517,1.3969838619232178e-5,0.23163913283497095,7.152557373046875e-3,0.0,1.0184012353420258e-2,2.124637831002474e-2,4.71482053399086e-5,5.989568307995796e-4,0.0,4.71482053399086e-5,0.0,0.0,0.0,0.0
47,5.117824514981624,0.40410861590251423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624994863756001,1.544952392578125,3.771856427192688e-4,0.4161754623055458,1.859385520219803e-2,1.7462298274040222e-6,8.579227142035961e-3,2.7284841053187847e-2,2.1827872842550278e-4,0.0,0.0,2.1827872842550278e-4,0.0,0.0,0.0,0.0
48,5.435012122087503,-0.3131336066918309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7366907084360719,1.8531130626797676,2.1827872842550278e-4,0.4161754623055458,1.0184012353420258e-2,4.71482053399086e-5,2.124637831002474e-2,5.7220458984375e-2,8.940696716308594e-4,1.7462298274040222e-6,0.0,2.1827872842550278e-4,0.0,1.7462298274040222e-6,1.1175870895385742e-4,0.0
49,5.9537508432468655,1.5361271814808286e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9628152474761009,2.6557972887530923,3.771856427192688e-4,0.2599734580144286,3.836466930806637e-3,1.7462298274040222e-3,3.437104169279337e-2,8.147209882736206e-2,1.2730015441775322e-3,3.771856427192688e-4,0.0,1.1175870895385742e-4,0.0,0.0,5.989568307995796e-4,0.0
50,6.76731219385801,0.3343192551788593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4971737982705235,3.093552659265697,1.7462298274040222e-3,0.624994863756001,1.3969838619232178e-2,3.771856427192688e-4,0.2599734580144286,0.19311904907226563,4.791654646396637e-3,3.437104169279337e-2,1.3969838619232178e-5,8.940696716308594e-4,0.0,3.771856427192688e-4,7.152557373046875e-3,0.0
51,8.114001565463571,-0.45941117176337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0174851417541504,4.296380211599171,1.7462298274040222e-3,0.7972115417942405,5.989568307995796e-4,4.71482053399086e-5,1.964271068572998,0.3771856427192688,2.4139881134033203e-2,0.1699710264801979,1.7462298274040222e-6,8.579227142035961e-3,0.0,5.893525667488575e-3,2.7284841053187847e-2,2.1827872842550278e-4
52,8.34094893061776,-0.14050916557748916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012183730490506,7.702521979808807,4.25887992605567e-2,1.6435375437140465,4.791654646396637e-3,1.1175870895385742e-4,5.66091388463974,0.8609594078734517,0.12035190593451262,0.6793130887672305,1.7462298274040222e-6,0.11175870895385742,5.989568307995796e-4,3.437104169279337e-2,6.275426130741835e-2,8.579227142035961e-3
