tick,wind,sun,s2,s3,s4,s6,s7,s8,s9,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sM,sN,sO,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aB,aC,aD,aE,aF,aG
10,11.397410993105938,0.3818932357577074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,4.296380211599171,,7.019283366389573,0.21827872842550278,15.0,4.392564296722412,2.079787664115429,5.214214324951172,6.275426130741835e-2,4.689708002842963,0.24553388357162476,0.8609594078734517,2.021479303948581,1.0724033927544951
11,11.029880872819819,0.4218572790880569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,3.4931162372231483,,6.502741598524153,0.1812988193705678,15.0,4.2016105726361275,2.5871163234114647,4.791654646396637,5.2021932788193226e-2,4.490173305384815,0.2054421929642558,0.7665529847145081,1.8531130626797676,1.1498975800350308
12,11.147907161270718,0.6077250677637304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,3.170887939631939,,6.377692334353924,0.1293746754527092,15.0,6.1324238777160645,2.7967843925580382,4.392564296722412,1.859385520219803e-2,3.5769474925473332,0.2599734580144286,0.6517767906188965,1.8531130626797676,1.1106999590992928
13,10.565431189755161,1.0271606783534524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.544952392578125,,5.106337484903634,0.23163913283497095,15.0,4.5892177149653435,2.5196297792717814,2.7967843925580382,2.4139881134033203e-2,3.662109375,0.19311904907226563,0.7665529847145081,1.2310378951951861,0.6793130887672305
14,10.604626213033733,1.692848455027046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,2.021479303948581,,2.9426749097183347,0.15912519302219152,15.0,3.5769474925473332,2.5196297792717814,2.7967843925580382,4.25887992605567e-2,2.8691114857792854,0.1699710264801979,0.5989568307995796,1.3597682118415833,0.6517767906188965
15,11.199951139847823,2.2581500220601884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,2.2614182671532035,,3.5769474925473332,0.11175870895385742,15.0,4.108244902454317,2.5871163234114647,2.079787664115429,4.71482053399086e-2,3.0174851417541504,0.1388374948874116,0.5020340904593468,1.0349974036216736,0.7076142355799675
16,11.292115829239721,2.9846196825802425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859375e-2,0.0,0.0,0.0,5.859375e-2,0.0,15.0,,2.5196297792717814,,3.9256835589185357,0.15912519302219152,15.0,3.836466930806637,1.6435375437140465,2.8691114857792854,3.8333237171173096e-2,3.0174851417541504,0.14875084161758423,0.5020340904593468,1.1900067329406738,0.5989568307995796
17,11.240097840259088,3.4530955346525802,0.0,0.0,0.0,0.0,5.859375e-2,0.3076171875,0.1904296875,0.0,0.1171875,0.2490234375,0.1171875,0.0,0.0,0.3076171875,0.498046875,0.2490234375,0.0,0.439453125,0.498046875,0.17578125,15.0,,3.170887939631939,,4.999958910048008,0.1388374948874116,15.0,4.016272723674774,1.908152480609715,2.8691114857792854,1.617183443158865e-2,3.9256835589185357,0.14875084161758423,0.6793130887672305,1.404592185281217,0.5989568307995796
18,10.92990112268157,4.020964873526135,0.1171875,0.17578125,0.439453125,0.3662109375,0.6884765625,0.9375,0.76171875,0.3076171875,0.6884765625,0.87890625,0.7470703125,0.3662109375,0.498046875,0.87890625,1.1865234375,0.8935546875,0.17578125,1.0693359375,1.1279296875,0.8056640625,15.0,,2.7256831526756287,,7.152557373046875,0.23163913283497095,15.0,5.434504710137844,1.6943650553002954,4.895068123005331,3.0691735446453094e-2,3.662109375,0.14875084161758423,0.8940696716308594,2.021479303948581,0.624994863756001
19,11.171142442006925,5.53934995483191,1.6845703125,1.8896484375,2.0654296875,1.81640625,2.255859375,2.5634765625,2.40234375,1.69921875,2.255859375,2.51953125,2.3291015625,1.875,1.875,2.51953125,2.8125,2.548828125,1.58203125,2.7099609375,2.8271484375,2.4462890625,15.0,,3.836466930806637,,3.836466930806637,0.1812988193705678,15.0,5.776439211331308,2.1392066264525056,3.9256835589185357,3.0691735446453094e-2,3.4931162372231483,0.1388374948874116,0.6793130887672305,1.4503905549645424,0.7665529847145081
20,10.89208311843964,6.087808634719371,2.0654296875,2.3291015625,2.51953125,2.1826171875,2.63671875,3.0029296875,2.783203125,2.0654296875,2.6220703125,2.8857421875,2.7099609375,2.255859375,2.255859375,2.900390625,3.251953125,2.9296875,1.9482421875,3.076171875,3.2666015625,2.8857421875,15.0,,3.9256835589185357,,2.7967843925580382,0.21827872842550278,15.0,5.66091388463974,3.0174851417541504,3.4931162372231483,6.275426130741835e-2,3.3294036984443665,9.581912308931351e-2,0.8286768570542336,1.5937368152663112,1.1106999590992928
21,10.789410241373805,7.057478422134562,3.0615234375,3.33984375,3.515625,3.0615234375,3.6474609375,4.013671875,3.80859375,2.8857421875,3.6328125,3.896484375,3.7060546875,3.134765625,3.134765625,3.8525390625,4.3212890625,3.8818359375,2.783203125,4.0869140625,4.27734375,3.896484375,15.0,,3.2495014602318406,,2.3242319002747536,5.7220458984375e-2,15.0,6.1324238777160645,2.9426749097183347,2.1997466683387756,4.71482053399086e-2,3.0174851417541504,6.275426130741835e-2,0.5736522143706679,1.3159081572666764,1.1498975800350308
22,10.942748568384326,7.700598688587611,3.8232421875,4.1455078125,4.27734375,3.69140625,4.4091796875,4.8193359375,4.5703125,3.515625,4.3212890625,4.658203125,4.4677734375,3.8232421875,3.7646484375,4.6142578125,5.1416015625,4.716796875,3.4716796875,4.8486328125,5.09765625,4.716796875,15.0,,2.3881980450823903,,1.6943650553002954,5.7220458984375e-2,15.0,5.893525667488575,3.093552659265697,2.453327178955078,4.25887992605567e-2,3.0174851417541504,7.486960384994745e-2,0.7665529847145081,1.4971737982705235,1.2730015441775322
23,11.343817143762536,9.143329851840472,5.1416015625,5.478515625,5.6689453125,4.892578125,5.7275390625,6.2109375,5.8447265625,4.658203125,5.6396484375,5.9765625,5.7861328125,5.009765625,4.951171875,5.947265625,6.4599609375,6.0498046875,4.6142578125,6.1669921875,6.4892578125,6.0498046875,15.0,,2.7967843925580382,,2.2614182671532035,4.71482053399086e-2,15.0,7.424145005643368,4.016272723674774,2.1392066264525056,8.147209882736206e-2,3.2495014602318406,8.147209882736206e-2,0.7076142355799675,1.2730015441775322,0.9984715143218637
24,12.01293828945902,9.983031525762248,5.830078125,6.2255859375,6.357421875,5.5224609375,6.416015625,6.9580078125,6.6064453125,5.2880859375,6.328125,6.73828125,6.4892578125,5.6396484375,5.5810546875,6.6357421875,7.2802734375,6.7529296875,5.244140625,6.9287109375,7.236328125,6.796875,15.0,,4.296380211599171,,2.7967843925580382,6.275426130741835e-2,15.0,7.702521979808807,3.5769474925473332,3.170887939631939,0.1388374948874116,3.093552659265697,0.12035190593451262,0.7665529847145081,1.964271068572998,1.0349974036216736
25,13.62971185968825,10.014937682500571,5.830078125,6.2255859375,6.416015625,5.5224609375,6.416015625,6.9580078125,6.6064453125,5.2880859375,6.328125,6.73828125,6.4892578125,5.6396484375,5.5810546875,6.6357421875,7.2802734375,6.7529296875,5.244140625,6.9287109375,7.236328125,6.796875,15.0,,6.887675262987614,,3.836466930806637,0.11175870895385742,15.0,9.848303161561489,4.2016105726361275,5.776439211331308,0.21827872842550278,3.662109375,0.3233895404264331,1.1900067329406738,2.3881980450823903,1.0349974036216736
26,13.814633290918954,11.425914804818301,7.08984375,7.55859375,7.67578125,6.5771484375,7.67578125,8.2177734375,7.880859375,6.357421875,7.587890625,7.998046875,7.7490234375,6.767578125,6.650390625,7.91015625,8.525390625,8.0419921875,6.328125,8.1884765625,8.5693359375,8.056640625,15.0,,11.236737482249737,,6.1324238777160645,0.12035190593451262,,13.350578374229372,5.323599907569587,12.359619140625,0.27496833354234695,4.895068123005331,0.457763671875,1.4503905549645424,2.5196297792717814,1.1498975800350308
27,14.06003949874601,12.293291499213943,7.7783203125,8.2470703125,8.37890625,7.20703125,8.37890625,8.96484375,8.5107421875,6.9287109375,8.2177734375,8.6865234375,8.37890625,7.3974609375,7.2802734375,8.5986328125,9.287109375,8.73046875,6.9580078125,8.876953125,9.31640625,8.759765625,15.0,,12.167504173703492,,6.629414856433868,0.2054421929642558,,14.82490450143814,4.999958910048008,9.199180640280247,0.3233895404264331,5.776439211331308,0.6793130887672305,0.9984715143218637,2.2614182671532035,1.544952392578125
28,14.177915226516467,12.268122893260918,7.7783203125,8.2470703125,8.37890625,7.20703125,8.37890625,8.96484375,8.5693359375,6.9287109375,8.2177734375,8.6865234375,8.37890625,7.3974609375,7.2802734375,8.5986328125,9.287109375,8.73046875,6.9580078125,8.876953125,9.31640625,8.759765625,15.0,,11.236737482249737,,10.015220032073557,0.3586389357224107,,15.0,5.66091388463974,9.199180640280247,0.3586389357224107,6.502741598524153,0.6793130887672305,1.2730015441775322,2.8691114857792854,1.7462298274040222
29,13.907690369804875,12.846339522932468,8.2177734375,8.818359375,8.876953125,7.646484375,8.876953125,9.462890625,9.0234375,7.3681640625,8.7158203125,9.19921875,8.876953125,7.8369140625,7.705078125,9.0380859375,9.78515625,9.2431640625,7.3974609375,9.3896484375,9.8291015625,9.31640625,,,10.015220032073557,,14.607958146370947,0.5252013215795159,,15.0,6.254256586544216,9.683251264505088,0.2905289875343442,8.13300081063062,0.7972115417942405,1.3597682118415833,3.0174851417541504,2.3881980450823903
30,13.872793950568083,12.46327774805231,7.8955078125,8.4375,8.5693359375,7.3388671875,8.49609375,9.1552734375,8.701171875,7.0458984375,8.408203125,8.818359375,8.5693359375,7.529296875,7.3974609375,8.73046875,9.462890625,8.8623046875,7.0751953125,9.0673828125,9.5068359375,8.935546875,,,8.579227142035961,,11.236737482249737,0.5020340904593468,,11.603124439716339,6.757722585462034,11.603124439716339,0.24553388357162476,6.377692334353924,0.6517767906188965,2.079787664115429,3.662109375,1.3597682118415833
31,13.581304244841771,12.83319888358071,8.2763671875,8.818359375,8.876953125,7.646484375,8.876953125,9.462890625,9.0234375,7.3681640625,8.7158203125,9.19921875,8.876953125,7.8369140625,7.705078125,9.0380859375,9.84375,9.2431640625,7.3974609375,9.3896484375,9.8291015625,9.2578125,,,7.019283366389573,,15.0,0.4161754623055458,,13.350578374229372,6.757722585462034,7.287507760338485,0.24553388357162476,6.1324238777160645,0.8940696716308594,1.544952392578125,2.3881980450823903,2.453327178955078
32,12.256987095475148,12.80978447995266,8.2763671875,8.818359375,8.876953125,7.646484375,8.818359375,9.462890625,9.0234375,7.3681640625,8.7158203125,9.19921875,8.876953125,7.8955078125,7.705078125,9.0380859375,9.78515625,9.2431640625,7.3974609375,9.3896484375,9.8291015625,9.31640625,,,5.893525667488575,,11.603124439716339,0.4795583663508296,,13.76133703161031,5.893525667488575,7.562479586340487,0.12035190593451262,5.323599907569587,0.5989568307995796,1.3597682118415833,2.3242319002747536,2.6557972887530923
33,13.369635234289436,12.66635638423166,8.0859375,8.6279296875,8.759765625,7.529296875,8.6865234375,9.287109375,8.8916015625,7.236328125,8.525390625,9.0087890625,8.759765625,7.705078125,7.529296875,8.9208984375,9.6533203125,9.052734375,7.20703125,9.2578125,9.697265625,9.1259765625,,,6.1324238777160645,,7.987772114574909,0.43663952965289354,,12.167504173703492,5.214214324951172,6.502741598524153,0.1388374948874116,3.4931162372231483,0.6517767906188965,1.3597682118415833,2.2614182671532035,2.1392066264525056
34,12.853877660989559,12.755118147607392,8.2763671875,8.818359375,8.876953125,7.646484375,8.818359375,9.462890625,9.0234375,7.3681640625,8.7158203125,9.19921875,8.876953125,7.8369140625,7.705078125,9.0380859375,9.84375,9.2431640625,7.3974609375,9.3896484375,9.8876953125,9.31640625,,,6.757722585462034,,9.52005386352539,0.3233895404264331,,9.199180640280247,6.502741598524153,8.885599672794342,0.11175870895385742,4.108244902454317,0.7972115417942405,2.453327178955078,3.410605131648481,2.5871163234114647
35,12.032172451768089,11.305560142004563,7.08984375,7.55859375,7.67578125,6.5771484375,7.67578125,8.2177734375,7.8076171875,6.298828125,7.529296875,7.998046875,7.67578125,6.767578125,6.650390625,7.91015625,8.525390625,8.0419921875,6.328125,8.1884765625,8.5693359375,8.056640625,,,5.106337484903634,,7.152557373046875,0.3586389357224107,,8.13300081063062,5.893525667488575,7.702521979808807,6.275426130741835e-2,3.170887939631939,0.5020340904593468,1.908152480609715,3.093552659265697,2.1997466683387756
36,12.701679707368118,10.504050721739226,6.328125,6.796875,6.9287109375,5.9619140625,6.9873046875,7.529296875,7.1044921875,5.7275390625,6.8408203125,7.236328125,6.9873046875,6.1376953125,6.0205078125,7.20703125,7.8369140625,7.3388671875,5.7568359375,7.5,7.8076171875,7.3095703125,,,3.3294036984443665,,5.893525667488575,0.2054421929642558,,7.702521979808807,4.791654646396637,7.844282663427293,5.2021932788193226e-2,2.079787664115429,0.39636099245399237,1.7462298274040222,3.0174851417541504,2.3242319002747536
37,12.7887683173276,9.568672325493994,5.44921875,5.859375,5.9765625,5.2001953125,6.0498046875,6.5771484375,6.2255859375,4.9658203125,5.9619140625,6.357421875,6.1083984375,5.33203125,5.2587890625,6.2548828125,6.8408203125,6.3720703125,4.9365234375,6.5478515625,6.85546875,6.416015625,,,3.9256835589185357,,12.359619140625,0.1812988193705678,,8.13300081063062,5.106337484903634,7.424145005643368,0.19311904907226563,3.2495014602318406,0.30666589736938477,2.021479303948581,3.5769474925473332,2.1392066264525056
38,12.833890705107086,8.70747890514236,4.7607421875,5.09765625,5.2880859375,4.51171875,5.3466796875,5.830078125,5.5224609375,4.3359375,5.2587890625,5.595703125,5.419921875,4.6435546875,4.6435546875,5.56640625,6.0791015625,5.6689453125,4.2919921875,5.7861328125,6.1083984375,5.6689453125,,,3.5769474925473332,,11.977390386164188,0.3407103940844536,,7.562479586340487,5.546939210034907,9.199180640280247,0.12035190593451262,4.296380211599171,0.43663952965289354,1.908152480609715,3.410605131648481,2.8691114857792854
39,11.953067517201346,8.294411593796568,4.2041015625,4.5263671875,4.658203125,4.072265625,4.775390625,5.2001953125,4.951171875,3.896484375,4.7021484375,5.0390625,4.8486328125,4.130859375,4.130859375,4.9951171875,5.5224609375,5.09765625,3.7939453125,5.2294921875,5.537109375,5.09765625,,,4.2016105726361275,,10.701746796257794,0.457763671875,,7.987772114574909,5.106337484903634,8.279979228973389,6.863381713628769e-2,3.662109375,0.5989568307995796,2.1392066264525056,3.3294036984443665,3.0174851417541504
40,12.17905819972935,7.459494488734342,3.4423828125,3.779296875,3.896484375,3.3837890625,4.0283203125,4.453125,4.189453125,3.2080078125,4.013671875,4.27734375,4.0869140625,3.5009765625,3.4423828125,4.2333984375,4.7021484375,4.3359375,3.1640625,4.4677734375,4.716796875,4.3359375,,,4.016272723674774,,5.434504710137844,0.3233895404264331,,4.5892177149653435,3.410605131648481,6.377692334353924,9.581912308931351e-2,2.5871163234114647,0.457763671875,1.5937368152663112,3.2495014602318406,1.908152480609715
41,12.629078173428816,6.8981403821763045,2.8857421875,3.1494140625,3.33984375,2.8857421875,3.45703125,3.8232421875,3.6181640625,2.7099609375,3.4423828125,3.7060546875,3.515625,2.9443359375,2.9443359375,3.662109375,4.130859375,3.7646484375,2.6513671875,3.896484375,4.0869140625,3.7060546875,,,5.776439211331308,,4.392564296722412,0.23163913283497095,,5.546939210034907,4.490173305384815,7.702521979808807,4.71482053399086e-2,3.3294036984443665,0.4795583663508296,1.6943650553002954,3.662109375,1.7991423374041915
42,11.365771648690904,5.79034297622367,1.875,2.138671875,2.3291015625,2.0068359375,2.51953125,2.8125,2.5927734375,1.8896484375,2.4462890625,2.7099609375,2.578125,2.0654296875,2.0654296875,2.7099609375,3.0615234375,2.7392578125,1.7578125,2.8857421875,3.076171875,2.7099609375,,,5.776439211331308,,7.844282663427293,0.21827872842550278,,7.152557373046875,4.689708002842963,8.731517591513693,6.275426130741835e-2,3.9256835589185357,0.4795583663508296,2.1392066264525056,3.5769474925473332,1.7991423374041915
43,11.408483412494013,4.7594501897151344,0.9375,1.0693359375,1.259765625,1.1279296875,1.5087890625,1.7431640625,1.58203125,1.0693359375,1.494140625,1.69921875,1.5673828125,1.1279296875,1.1865234375,1.69921875,2.0068359375,1.7138671875,0.87890625,1.8896484375,2.0068359375,1.69921875,,,3.748612361960113,,4.108244902454317,8.845177944749594e-2,,6.254256586544216,3.3294036984443665,5.893525667488575,0.11175870895385742,3.0174851417541504,0.1699710264801979,1.2730015441775322,2.453327178955078,1.404592185281217
44,10.731129564365885,3.7384500574582855,0.0,0.0,0.2490234375,0.2490234375,0.498046875,0.7470703125,0.5712890625,0.17578125,0.498046875,0.6884765625,0.556640625,0.2490234375,0.3076171875,0.6884765625,0.9375,0.6884765625,0.0,0.87890625,0.9375,0.6298828125,,,3.3294036984443665,,2.021479303948581,2.124637831002474e-2,,6.1324238777160645,3.2495014602318406,5.106337484903634,8.147209882736206e-2,3.093552659265697,0.12035190593451262,1.1900067329406738,2.021479303948581,1.1498975800350308
45,10.39297710686788,2.3319611307872394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.8691114857792854,,2.3881980450823903,1.859385520219803e-2,,4.5892177149653435,3.093552659265697,3.410605131648481,6.863381713628769e-2,2.5871163234114647,0.1035846071317792,0.9628152474761009,1.4971737982705235,1.0724033927544951
46,10.53904737888407,1.0237725446565549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.3881980450823903,,1.544952392578125,5.893525667488575e-3,,4.016272723674774,1.964271068572998,2.3881980450823903,0.1035846071317792,2.3242319002747536,9.581912308931351e-2,0.6793130887672305,0.9628152474761009,0.7972115417942405
47,10.585542472642475,0.40331281447822953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.7991423374041915,,1.4971737982705235,3.8333237171173096e-2,,4.999958910048008,1.5937368152663112,2.8691114857792854,8.147209882736206e-2,2.5196297792717814,5.7220458984375e-2,0.5736522143706679,1.0349974036216736,0.6517767906188965
48,10.645042515808274,-0.3131336066918309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.7462298274040222,,3.093552659265697,5.2021932788193226e-2,,5.214214324951172,1.908152480609715,3.410605131648481,0.1293746754527092,2.7256831526756287,5.7220458984375e-2,0.5989568307995796,1.1498975800350308,0.7366907084360719
49,10.522277164802167,1.5361271814808286e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.6557972887530923,,4.895068123005331,0.1035846071317792,,4.2016105726361275,2.1392066264525056,4.5892177149653435,0.1293746754527092,3.093552659265697,3.437104169279337e-2,0.5020340904593468,1.3597682118415833,0.5989568307995796
50,10.124151895506827,0.3343192551788593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.3881980450823903,,3.748612361960113,9.581912308931351e-2,,4.791654646396637,3.0174851417541504,2.7967843925580382,9.581912308931351e-2,2.3242319002747536,8.147209882736206e-2,0.39636099245399237,1.1498975800350308,0.8609594078734517
51,11.617224700427327,-0.45941117176337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.453327178955078,,5.776439211331308,0.12035190593451262,,5.546939210034907,2.9426749097183347,3.170887939631939,7.486960384994745e-2,2.453327178955078,0.12035190593451262,0.5736522143706679,1.2310378951951861,0.6793130887672305
52,11.844172065581516,-0.14050916557748916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.108244902454317,,4.895068123005331,0.14875084161758423,,7.152557373046875,4.108244902454317,4.2016105726361275,6.275426130741835e-2,3.4931162372231483,0.2599734580144286,0.6517767906188965,1.7462298274040222,1.3159081572666764
53,11.732437035289271,5.506710564012751e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.895068123005331,,6.629414856433868,6.863381713628769e-2,,7.562479586340487,4.689708002842963,3.748612361960113,7.486960384994745e-2,3.410605131648481,0.2599734580144286,0.7076142355799675,1.6943650553002954,1.6435375437140465
54,12.464718910059512,-0.323272139429302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.546939210034907,,6.377692334353924,6.863381713628769e-2,,7.987772114574909,5.434504710137844,4.5892177149653435,5.7220458984375e-2,4.999958910048008,0.1812988193705678,1.0724033927544951,2.7256831526756287,1.964271068572998
55,11.741256376802038,2.8753403325679328e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.012183730490506,,8.428717846982181,0.12035190593451262,,7.019283366389573,5.214214324951172,6.887675262987614,0.1293746754527092,5.214214324951172,0.1699710264801979,1.7991423374041915,2.9426749097183347,2.079787664115429
56,11.769799601300262,0.3154307254380767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.9256835589185357,,6.012183730490506,0.23163913283497095,,6.629414856433868,4.108244902454317,8.731517591513693,0.11175870895385742,4.5892177149653435,0.11175870895385742,1.4971737982705235,2.9426749097183347,1.964271068572998
57,11.469206064468464,0.18594653030649377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.108244902454317,,3.410605131648481,0.11175870895385742,,6.502741598524153,4.5892177149653435,7.562479586340487,0.1812988193705678,4.5892177149653435,0.14875084161758423,1.4503905549645424,2.453327178955078,1.6943650553002954
